"","Treatment","Concentration_uM","plate","Rep1_tot","Rep2_tot","Rep3_tot","OR","Rep1","Rep2","Rep3","rep1_freq","rep2_freq","rep3_freq","freq_ave","freq_sd","DMSO_ave","DMSO_sd","DMSO_Normed","overall_sd","Odorant","CAS"
"40","DMSO",-999,"2-1",142476,101748,90028,"25_1",3264,1883,1154,0.0229091215362587,0.0185065062703935,0.0128182343270982,0.0180779540445835,0.00505907540215451,0.0180779540445835,0.00505907540215451,1,0.395764533373105,"DMSO",NA
"41","DMSO",-999,"2-10",202659,124499,119889,"25_1",16734,2347,2585,0.0825722025668734,0.0188515570406188,0.0215616111569869,0.0409951235881597,0.0360322941349848,0.0409951235881597,0.0360322941349848,1,1.24301025558634,"DMSO",NA
"42","DMSO",-999,"2-11",156373,101679,93324,"25_1",4344,1724,4325,0.0277797317951309,0.0169553201742739,0.0463439201062963,0.0303596573585671,0.014863191562574,0.0303596573585671,0.014863191562574,1,0.692357190981604,"DMSO",NA
"43","DMSO",-999,"2-12",158871,155880,68225,"25_1",3858,2414,1535,0.0242838529372887,0.0154862714908904,0.0224990839135214,0.0207564027805669,0.0046504906165769,0.0207564027805669,0.0046504906165769,1,0.316855814139884,"DMSO",NA
"44","DMSO",-999,"2-13",85453,113405,52133,"25_1",2605,4436,1045,0.0304845938703147,0.0391164410740267,0.0200448851974757,0.0298819733806057,0.00955004840192262,0.0298819733806057,0.00955004840192262,1,0.451971755656678,"DMSO",NA
"45","DMSO",-999,"2-2",100215,92258,87458,"25_1",2078,2325,1941,0.0207354188494736,0.0252010665741724,0.0221935100276704,0.0227099984837722,0.0022771852459213,0.0227099984837722,0.0022771852459213,1,0.14180653781721,"DMSO",NA
"46","DMSO",-999,"2-3",129226,72921,35994,"25_1",2972,1120,511,0.0229984678005974,0.0153590872313874,0.014196810579541,0.0175181218705086,0.00478156516100506,0.0175181218705086,0.00478156516100506,1,0.38600909104577,"DMSO",NA
"47","DMSO",-999,"2-4",143029,56247,162,"25_1",4175,1298,4,0.0291898845688637,0.0230767863174925,0.0246913580246914,0.0256526763036825,0.00316790027981803,0.0256526763036825,0.00316790027981803,1,0.174644060016501,"DMSO",NA
"48","DMSO",-999,"2-5",150886,123561,85528,"25_1",3560,7917,2854,0.0235939716077038,0.0640736154611892,0.0333691890375082,0.0403455920354671,0.0211223351151974,0.0403455920354671,0.0211223351151974,1,0.740390493282194,"DMSO",NA
"49","DMSO",-999,"2-6",83055,54989,22321,"25_1",2981,2290,448,0.035891878875444,0.0416446925748786,0.0200707853590789,0.0325357856031338,0.0111716556372956,0.0325357856031338,0.0111716556372956,1,0.485591683850519,"DMSO",NA
"50","DMSO",-999,"2-7",89241,70822,42522,"25_1",2955,2720,946,0.033112582781457,0.0384061449831973,0.0222473072762335,0.0312553450136292,0.00823796140466094,0.0312553450136292,0.00823796140466094,1,0.372743821567076,"DMSO",NA
"51","DMSO",-999,"2-8",226016,162135,128218,"25_1",6308,2958,2914,0.0279095285289537,0.0182440558793598,0.022726918217411,0.0229601675419082,0.00483695610074619,0.0229601675419082,0.00483695610074619,1,0.297928527994968,"DMSO",NA
"52","DMSO",-999,"2-9",241969,122267,35390,"25_1",5515,3512,1064,0.0227921758572379,0.0287240220173882,0.0300649901102006,0.0271937293282756,0.00387037512074579,0.0271937293282756,0.00387037512074579,1,0.20127938029959,"DMSO",NA
"53","DMSO",-999,"2-1",142476,101748,90028,"19_1",3272,1635,1568,0.0229652713439456,0.0160691119235759,0.0174168036610832,0.0188170623095349,0.00365510559351046,0.0188170623095349,0.00365510559351046,1,0.274702810524733,"DMSO",NA
"54","DMSO",-999,"2-10",202659,124499,119889,"19_1",2914,2562,1930,0.0143788334098165,0.0205784785419963,0.0160982241907097,0.0170185120475075,0.00320064013062502,0.0170185120475075,0.00320064013062502,1,0.265968532875847,"DMSO",NA
"55","DMSO",-999,"2-11",156373,101679,93324,"19_1",3578,2338,1690,0.0228811879288624,0.0229939318836731,0.0181089537525181,0.0213280245216845,0.00278836695262889,0.0213280245216845,0.00278836695262889,1,0.184890370754753,"DMSO",NA
"56","DMSO",-999,"2-12",158871,155880,68225,"19_1",2083,2191,1154,0.0131112663733469,0.014055683859379,0.0169146207401979,0.0146938569909746,0.00198035977018797,0.0146938569909746,0.00198035977018797,1,0.190600170336361,"DMSO",NA
"57","DMSO",-999,"2-13",85453,113405,52133,"19_1",2407,1673,586,0.0281675306893848,0.0147524359596138,0.0112404810772447,0.0180534825754144,0.00893330474755729,0.0180534825754144,0.00893330474755729,1,0.699787460842161,"DMSO",NA
"58","DMSO",-999,"2-2",100215,92258,87458,"19_1",1432,1377,1352,0.0142892780521878,0.0149255349129615,0.0154588488188616,0.0148912205946703,0.000585539963533099,0.0148912205946703,0.000585539963533099,1,0.0556085078772074,"DMSO",NA
"59","DMSO",-999,"2-3",129226,72921,35994,"19_1",3138,1101,1258,0.0242830390169161,0.0150985312872835,0.0349502694893593,0.0247772799311863,0.00993509350594866,0.0247772799311863,0.00993509350594866,1,0.567065635072911,"DMSO",NA
"60","DMSO",-999,"2-4",143029,56247,162,"19_1",2446,491,8,0.017101426983339,0.00872935445445979,0.0493827160493827,0.0250711658290605,0.0214665205656073,0.0250711658290605,0.0214665205656073,1,1.21088284158106,"DMSO",NA
"61","DMSO",-999,"2-5",150886,123561,85528,"19_1",3201,2336,2584,0.0212146918865899,0.0189056417478007,0.0302123281264615,0.0234442205869507,0.0059739758859279,0.0234442205869507,0.0059739758859279,1,0.360365049792765,"DMSO",NA
"62","DMSO",-999,"2-6",83055,54989,22321,"19_1",1748,1198,1099,0.0210462946240443,0.0217861754169016,0.0492361453339904,0.0306895384583121,0.0160660924262133,0.0306895384583121,0.0160660924262133,1,0.7403462855707,"DMSO",NA
"63","DMSO",-999,"2-7",89241,70822,42522,"19_1",2598,2544,984,0.0291121793794332,0.0359210414842845,0.0231409623253845,0.0293913943963674,0.00639461309198601,0.0293913943963674,0.00639461309198601,1,0.307686952134971,"DMSO",NA
"64","DMSO",-999,"2-8",226016,162135,128218,"19_1",7416,2214,2762,0.0328118363301713,0.0136552872606162,0.0215414372397011,0.0226695202768295,0.0096279681951885,0.0226695202768295,0.0096279681951885,1,0.600630407413132,"DMSO",NA
"65","DMSO",-999,"2-9",241969,122267,35390,"19_1",4945,2414,784,0.0204365021965624,0.0197436757260749,0.0221531506075162,0.0207777761767178,0.00124046090152917,0.0207777761767178,0.00124046090152917,1,0.0844304325744848,"DMSO",NA
"66","DMSO",-999,"2-1",142476,101748,90028,"5_1",1495,3305,3367,0.0104929953114911,0.0324822109525494,0.0373994757186653,0.0267915606609019,0.0143275014406485,0.0267915606609019,0.0143275014406485,1,0.756288411441985,"DMSO",NA
"67","DMSO",-999,"2-10",202659,124499,119889,"5_1",2305,1254,841,0.0113737855214918,0.0100723700591973,0.00701482204372378,0.00948699254147094,0.00223766413449905,0.00948699254147094,0.00223766413449905,1,0.333565664061728,"DMSO",NA
"68","DMSO",-999,"2-11",156373,101679,93324,"5_1",2201,2176,2155,0.0140753199081683,0.0214006825401509,0.0230915948737731,0.0195225324406974,0.00479258692262391,0.0195225324406974,0.00479258692262391,1,0.347175318848365,"DMSO",NA
"69","DMSO",-999,"2-12",158871,155880,68225,"5_1",1570,1969,932,0.00988223149599361,0.0126315114190403,0.0136606815683401,0.012058141494458,0.0019533909081685,0.012058141494458,0.0019533909081685,1,0.229099311549617,"DMSO",NA
"70","DMSO",-999,"2-13",85453,113405,52133,"5_1",1209,914,790,0.0141481282108293,0.00805960936466646,0.0151535495751252,0.0124537623835403,0.00383850929332004,0.0124537623835403,0.00383850929332004,1,0.4358901137445,"DMSO",NA
"71","DMSO",-999,"2-2",100215,92258,87458,"5_1",1740,810,906,0.0173626702589433,0.0087797264193891,0.0103592581582017,0.0121672182788447,0.00456818028175464,0.0121672182788447,0.00456818028175464,1,0.530966270331117,"DMSO",NA
"72","DMSO",-999,"2-3",129226,72921,35994,"5_1",1613,1933,274,0.0124820082645907,0.0265081389448856,0.00761237984108463,0.0155341756835203,0.00981066880962254,0.0155341756835203,0.00981066880962254,1,0.893152051913368,"DMSO",NA
"73","DMSO",-999,"2-4",143029,56247,162,"5_1",1467,1348,6,0.0102566612365325,0.0239657226163173,0.037037037037037,0.0237531402966289,0.0133914534474808,0.0237531402966289,0.0133914534474808,1,0.797299845359944,"DMSO",NA
"74","DMSO",-999,"2-5",150886,123561,85528,"5_1",731,1237,1222,0.00484471720371671,0.0100112495042934,0.0142877186418483,0.00971456178328614,0.0047284867286465,0.00971456178328614,0.0047284867286465,1,0.688357355723259,"DMSO",NA
"75","DMSO",-999,"2-6",83055,54989,22321,"5_1",729,489,268,0.00877731623622901,0.00889268762843478,0.0120066305273061,0.00989221146398997,0.00183204902254851,0.00989221146398997,0.00183204902254851,1,0.26191399001649,"DMSO",NA
"76","DMSO",-999,"2-7",89241,70822,42522,"5_1",2151,574,513,0.0241032709180758,0.00810482618395414,0.0120643431635389,0.0147574800885229,0.00833230450417053,0.0147574800885229,0.00833230450417053,1,0.798487137704809,"DMSO",NA
"77","DMSO",-999,"2-8",226016,162135,128218,"5_1",3076,2854,2046,0.0136096559535608,0.0176026151046967,0.0159571978973311,0.0157231563185295,0.00200674171011516,0.0157231563185295,0.00200674171011516,1,0.180495651453909,"DMSO",NA
"78","DMSO",-999,"2-9",241969,122267,35390,"5_1",1604,1055,1029,0.00662894833635714,0.00862865695567896,0.0290760101723651,0.0147778718214671,0.0124228530888284,0.0147778718214671,0.0124228530888284,1,1.18884285463003,"DMSO",NA
"79","DMSO",-999,"2-1",142476,101748,90028,"35_1",4504,3061,1214,0.0316123417277296,0.0300841294177773,0.0134846936508642,0.025060388265457,0.0100539239888616,0.025060388265457,0.0100539239888616,1,0.567365338058822,"DMSO",NA
"80","DMSO",-999,"2-10",202659,124499,119889,"35_1",2666,2538,4804,0.0131551029068534,0.0203857059092844,0.0400703984519013,0.0245370690893464,0.0139295960371757,0.0245370690893464,0.0139295960371757,1,0.802843386160801,"DMSO",NA
"81","DMSO",-999,"2-11",156373,101679,93324,"35_1",5114,1674,1072,0.0327038555249308,0.01646357654973,0.0114868629720115,0.0202180983488908,0.0110956080817113,0.0202180983488908,0.0110956080817113,1,0.776114506970612,"DMSO",NA
"82","DMSO",-999,"2-12",158871,155880,68225,"35_1",1600,1432,850,0.0100710639449616,0.00918655375930203,0.0124587761084646,0.0105721312709094,0.0016926786831644,0.0105721312709094,0.0016926786831644,1,0.226426355209739,"DMSO",NA
"83","DMSO",-999,"2-13",85453,113405,52133,"35_1",1450,993,1293,0.0169683919815571,0.00875622767955558,0.0248019488615656,0.0168421895075594,0.00802360501028271,0.0168421895075594,0.00802360501028271,1,0.673730159583675,"DMSO",NA
"84","DMSO",-999,"2-2",100215,92258,87458,"35_1",1882,962,1476,0.0187796238088111,0.0104272800190769,0.0168766722312424,0.0153611920197101,0.00437754747537214,0.0153611920197101,0.00437754747537214,1,0.403014753129829,"DMSO",NA
"85","DMSO",-999,"2-3",129226,72921,35994,"35_1",1915,683,364,0.0148189992725922,0.00936630051699785,0.0101127965772073,0.0114326987889325,0.00295627930280661,0.0114326987889325,0.00295627930280661,1,0.365688833527152,"DMSO",NA
"86","DMSO",-999,"2-4",143029,56247,162,"35_1",2180,900,3,0.0152416642778737,0.0160008533788469,0.0185185185185185,0.016587012058413,0.00171526380677464,0.016587012058413,0.00171526380677464,1,0.146243900350819,"DMSO",NA
"87","DMSO",-999,"2-5",150886,123561,85528,"35_1",2385,1594,1564,0.0158066354731387,0.0129005106789359,0.0182864091291741,0.0156645184270829,0.00269576027683364,0.0156645184270829,0.00269576027683364,1,0.243376824008419,"DMSO",NA
"88","DMSO",-999,"2-6",83055,54989,22321,"35_1",1778,1454,416,0.0214075010535188,0.026441651966757,0.0186371578334304,0.0221621036179021,0.00395658955944544,0.0221621036179021,0.00395658955944544,1,0.252478858152781,"DMSO",NA
"89","DMSO",-999,"2-7",89241,70822,42522,"35_1",1824,1757,578,0.0204390358691633,0.0248086752703962,0.0135929636423498,0.0196135582606364,0.00565323861096522,0.0196135582606364,0.00565323861096522,1,0.407620412814315,"DMSO",NA
"90","DMSO",-999,"2-8",226016,162135,128218,"35_1",2024,2043,1580,0.00895511822171882,0.0126006106022759,0.0123227627946154,0.0112928305395367,0.00202927918525607,0.0112928305395367,0.00202927918525607,1,0.254128859508087,"DMSO",NA
"91","DMSO",-999,"2-9",241969,122267,35390,"35_1",3148,1702,798,0.0130099310242221,0.0139203546337115,0.0225487425826505,0.016493009413528,0.00526413772130691,0.016493009413528,0.00526413772130691,1,0.451380022469747,"DMSO",NA
"92","DMSO",-999,"2-1",142476,101748,90028,"102_1",2668,2649,2277,0.018725960863584,0.0260349097770964,0.0252921313369174,0.0233510006591993,0.00402258309871494,0.0233510006591993,0.00402258309871494,1,0.243620890470675,"DMSO",NA
"93","DMSO",-999,"2-10",202659,124499,119889,"102_1",5124,2670,4062,0.0252838511983184,0.0214459553891999,0.0338813402397217,0.0268703822757467,0.00636769265432004,0.0268703822757467,0.00636769265432004,1,0.335137670180864,"DMSO",NA
