Odorant,Concentration_uM,plate,Counts,OR,Replicate
Eugenol,100,2-4,1150,19_1,Rep2
Eugenol,1000,2-4,1397,19_1,Rep2
Eugenol methyl ether,10,2-4,1319,19_1,Rep2
Eugenol methyl ether,100,2-4,760,19_1,Rep2
Eugenol methyl ether,1000,2-4,2580,19_1,Rep2
4-Ethylphenol,10,2-4,2154,19_1,Rep2
4-Ethylphenol,100,2-4,2225,19_1,Rep2
4-Ethylphenol,1000,2-4,2677,19_1,Rep2
Ethyl vanillin,10,2-4,1397,19_1,Rep2
Ethyl vanillin,100,2-4,1322,19_1,Rep2
Ethyl vanillin,1000,2-4,3933,19_1,Rep2
Vanillin,10,2-4,2182,19_1,Rep2
Vanillin,100,2-4,5620,19_1,Rep2
Vanillin,1000,2-4,3749,19_1,Rep2
2-Ethylphenol,10,2-4,2362,19_1,Rep2
2-Ethylphenol,100,2-4,2783,19_1,Rep2
2-Ethylphenol,1000,2-4,4507,19_1,Rep2
Guaiacol,10,2-4,2294,19_1,Rep2
Guaiacol,100,2-4,2443,19_1,Rep2
Guaiacol,1000,2-4,3594,19_1,Rep2
2-bromophenol,10,2-13,259,19_1,Rep2
2-bromophenol,100,2-13,2861,19_1,Rep2
2-bromophenol,1000,2-13,352,19_1,Rep2
Benzaldehyde,10,2-4,3989,19_1,Rep2
Benzaldehyde,100,2-4,4067,19_1,Rep2
Benzaldehyde,1000,2-4,4219,19_1,Rep2
benzyl benzoate (Pentamethylbenzaldehyde),10,2-1,3928,19_1,Rep2
benzyl benzoate (Pentamethylbenzaldehyde),100,2-1,3259,19_1,Rep2
benzyl benzoate (Pentamethylbenzaldehyde),1000,2-1,6364,19_1,Rep2
Piperonyl alcohol,10,2-4,3728,19_1,Rep2
Piperonyl alcohol,100,2-4,3362,19_1,Rep2
Piperonyl alcohol,1000,2-4,3770,19_1,Rep2
Piperonyl acetate,10,2-5,939,19_1,Rep2
Piperonyl acetate,100,2-5,1198,19_1,Rep2
Piperonyl acetate,1000,2-5,1792,19_1,Rep2
Tetrahydrofuran,10,2-5,1978,19_1,Rep2
Tetrahydrofuran,100,2-5,1657,19_1,Rep2
Tetrahydrofuran,1000,2-5,1438,19_1,Rep2
 Tetrahydropyran,10,2-5,1844,19_1,Rep2
 Tetrahydropyran,100,2-5,1797,19_1,Rep2
 Tetrahydropyran,1000,2-5,2077,19_1,Rep2
Benzaldehyde dimethyl acetal,10,2-5,1873,19_1,Rep2
Benzaldehyde dimethyl acetal,100,2-5,1150,19_1,Rep2
Benzaldehyde dimethyl acetal,1000,2-5,1303,19_1,Rep2
 2-Methyl-1-propanethiol,10,2-5,1322,19_1,Rep2
 2-Methyl-1-propanethiol,100,2-5,2523,19_1,Rep2
 2-Methyl-1-propanethiol,1000,2-5,1710,19_1,Rep2
(+)-Dihydrocarveol,10,2-5,1112,19_1,Rep2
(+)-Dihydrocarveol,100,2-5,2741,19_1,Rep2
(+)-Dihydrocarveol,1000,2-5,1509,19_1,Rep2
(-)-Dihydrocarveol,10,2-5,1580,19_1,Rep2
(-)-Dihydrocarveol,100,2-5,1249,19_1,Rep2
(-)-Dihydrocarveol,1000,2-5,1731,19_1,Rep2
(+)-Perillaaldehyde,10,2-13,1239,19_1,Rep2
(+)-Perillaaldehyde,100,2-13,1340,19_1,Rep2
(+)-Perillaaldehyde,1000,2-13,1258,19_1,Rep2
(-)-Perillaaldehyde,10,2-5,4149,19_1,Rep2
(-)-Perillaaldehyde,100,2-5,2986,19_1,Rep2
(-)-Perillaaldehyde,1000,2-5,2946,19_1,Rep2
Benzyl salicylate,10,2-1,7040,19_1,Rep2
Benzyl salicylate,100,2-1,10642,19_1,Rep2
Benzyl salicylate,1000,2-1,6318,19_1,Rep2
"(+)-Limonene oxide,mixture of cis and trans",10,2-5,2781,19_1,Rep2
"(+)-Limonene oxide,mixture of cis and trans",100,2-5,2572,19_1,Rep2
"(+)-Limonene oxide,mixture of cis and trans",1000,2-5,2100,19_1,Rep2
"(-)-Limonene oxide,mixture of cis and trans",10,2-6,3446,19_1,Rep2
"(-)-Limonene oxide,mixture of cis and trans",100,2-6,1757,19_1,Rep2
"(-)-Limonene oxide,mixture of cis and trans",1000,2-6,4158,19_1,Rep2
 (R)-(+)-Limonene,10,2-6,1699,19_1,Rep2
 (R)-(+)-Limonene,100,2-6,1735,19_1,Rep2
 (R)-(+)-Limonene,1000,2-6,3237,19_1,Rep2
(-)-Camphene,10,2-6,7247,19_1,Rep2
(-)-Camphene,100,2-6,2171,19_1,Rep2
(-)-Camphene,1000,2-6,2769,19_1,Rep2
(+)-Camphene,10,2-6,1906,19_1,Rep2
(+)-Camphene,100,2-6,1789,19_1,Rep2
(+)-Camphene,1000,2-6,1275,19_1,Rep2
"2,3-Diethyl-5-methylpyrazine",10,2-6,2039,19_1,Rep2
"2,3-Diethyl-5-methylpyrazine",100,2-6,2393,19_1,Rep2
"2,3-Diethyl-5-methylpyrazine",1000,2-6,1897,19_1,Rep2
Ethyl disulfide,10,2-6,1459,19_1,Rep2
Ethyl disulfide,100,2-6,1454,19_1,Rep2
Ethyl disulfide,1000,2-6,2250,19_1,Rep2
Methyl disulfide,10,2-6,4245,19_1,Rep2
Methyl disulfide,100,2-6,2161,19_1,Rep2
Methyl disulfide,1000,2-6,1917,19_1,Rep2
Ethyl 2-methylbutyrate,10,2-13,1783,19_1,Rep2
Ethyl 2-methylbutyrate,100,2-13,1318,19_1,Rep2
Ethyl 2-methylbutyrate,1000,2-13,636,19_1,Rep2
trans-2-Dodecenal,10,2-6,4322,19_1,Rep2
trans-2-Dodecenal,100,2-6,5288,19_1,Rep2
trans-2-Dodecenal,1000,2-6,15540,19_1,Rep2
Cedryl acetate,10,2-1,2550,19_1,Rep2
Cedryl acetate,100,2-1,3433,19_1,Rep2
Cedryl acetate,1000,2-1,184,19_1,Rep2
1-Octen-3-one,10,2-6,4335,19_1,Rep2
1-Octen-3-one,100,2-6,3671,19_1,Rep2
1-Octen-3-one,1000,2-6,1600,19_1,Rep2
2-Bromohexanoic acid,10,2-7,1132,19_1,Rep2
2-Bromohexanoic acid,100,2-7,1614,19_1,Rep2
2-Bromohexanoic acid,1000,2-7,981,19_1,Rep2
6-Bromohexanoic acid,10,2-7,1109,19_1,Rep2
6-Bromohexanoic acid,100,2-7,1432,19_1,Rep2
6-Bromohexanoic acid,1000,2-7,842,19_1,Rep2
2-Bromooctanoic acid,10,2-7,819,19_1,Rep2
2-Bromooctanoic acid,100,2-7,1318,19_1,Rep2
2-Bromooctanoic acid,1000,2-7,815,19_1,Rep2
Furfuryl methyl disulfide,10,2-7,1325,19_1,Rep2
Furfuryl methyl disulfide,100,2-7,1989,19_1,Rep2
Furfuryl methyl disulfide,1000,2-7,1904,19_1,Rep2
Ethyl isovalerate,10,2-7,1246,19_1,Rep2
Ethyl isovalerate,100,2-7,745,19_1,Rep2
Ethyl isovalerate,1000,2-7,1044,19_1,Rep2
Bis(2-methyl-3-furyl)disulphide),10,2-7,735,19_1,Rep2
Bis(2-methyl-3-furyl)disulphide),100,2-7,1708,19_1,Rep2
Bis(2-methyl-3-furyl)disulphide),1000,2-7,2403,19_1,Rep2
Dimethyl trisulfide,10,2-7,1027,19_1,Rep2
Dimethyl trisulfide,100,2-7,368,19_1,Rep2
Dimethyl trisulfide,1000,2-7,1246,19_1,Rep2
"trans-2,cis-6-Nonadienal",10,2-13,1277,19_1,Rep2
"trans-2,cis-6-Nonadienal",100,2-13,1479,19_1,Rep2
"trans-2,cis-6-Nonadienal",1000,2-13,4656,19_1,Rep2
trans-2-Nonenal,10,2-7,2516,19_1,Rep2
trans-2-Nonenal,100,2-7,3752,19_1,Rep2
trans-2-Nonenal,1000,2-7,6855,19_1,Rep2
Cinnamyl alcohol,10,2-1,2783,19_1,Rep2
Cinnamyl alcohol,100,2-1,2387,19_1,Rep2
Cinnamyl alcohol,1000,2-1,1735,19_1,Rep2
n-Decyl acetate,10,2-7,1274,19_1,Rep2
n-Decyl acetate,100,2-7,2257,19_1,Rep2
n-Decyl acetate,1000,2-7,2700,19_1,Rep2
Dimethyl anthranilate,10,2-8,1273,19_1,Rep2
Dimethyl anthranilate,100,2-8,1195,19_1,Rep2
Dimethyl anthranilate,1000,2-8,2477,19_1,Rep2
trans-2-Undecenal,10,2-8,3741,19_1,Rep2
trans-2-Undecenal,100,2-8,2425,19_1,Rep2
trans-2-Undecenal,1000,2-8,7547,19_1,Rep2
Neryl isobutyrate,10,2-8,1410,19_1,Rep2
Neryl isobutyrate,100,2-8,3939,19_1,Rep2
Neryl isobutyrate,1000,2-8,1585,19_1,Rep2
cis-4-Decenal,10,2-8,1221,19_1,Rep2
cis-4-Decenal,100,2-8,1374,19_1,Rep2
cis-4-Decenal,1000,2-8,680,19_1,Rep2
Octyl formate,10,2-8,1386,19_1,Rep2
Octyl formate,100,2-8,1526,19_1,Rep2
Octyl formate,1000,2-8,1752,19_1,Rep2
(±)-2-Butanol,10,2-8,1713,19_1,Rep2
(±)-2-Butanol,100,2-8,4073,19_1,Rep2
(±)-2-Butanol,1000,2-8,1610,19_1,Rep2
2-Isopropyl-3-methoxypyrazine,10,2-8,2786,19_1,Rep2
2-Isopropyl-3-methoxypyrazine,100,2-8,3756,19_1,Rep2
2-Isopropyl-3-methoxypyrazine,1000,2-8,3048,19_1,Rep2
2-sec-Butyl-3-methoxypyrazine,10,2-13,582,19_1,Rep2
2-sec-Butyl-3-methoxypyrazine,100,2-13,3358,19_1,Rep2
2-sec-Butyl-3-methoxypyrazine,1000,2-13,2539,19_1,Rep2
cis-6-Nonenal,10,2-8,6156,19_1,Rep2
cis-6-Nonenal,100,2-8,1666,19_1,Rep2
cis-6-Nonenal,1000,2-8,3452,19_1,Rep2
Cinnamaldehyde,10,2-13,0,19_1,Rep2
Cinnamaldehyde,100,2-13,1309,19_1,Rep2
Cinnamaldehyde,1000,2-13,3205,19_1,Rep2
beta-Damascone,10,2-8,5258,19_1,Rep2
beta-Damascone,100,2-8,3323,19_1,Rep2
beta-Damascone,1000,2-8,5139,19_1,Rep2
[Di]ethyl sulfide,10,2-9,663,19_1,Rep2
[Di]ethyl sulfide,100,2-9,2461,19_1,Rep2
[Di]ethyl sulfide,1000,2-9,1201,19_1,Rep2
Ethyl 2-methylpentanoate,10,2-9,2191,19_1,Rep2
Ethyl 2-methylpentanoate,100,2-9,1274,19_1,Rep2
Ethyl 2-methylpentanoate,1000,2-9,1035,19_1,Rep2
Farnesene,10,2-9,951,19_1,Rep2
Farnesene,100,2-9,961,19_1,Rep2
Farnesene,1000,2-9,1229,19_1,Rep2
"e,b,Farnesene",10,2-9,1808,19_1,Rep2
"e,b,Farnesene",100,2-9,3115,19_1,Rep2
"e,b,Farnesene",1000,2-9,2062,19_1,Rep2
trans-2-Methyl-2-butenal (2MB),10,2-9,1753,19_1,Rep2
trans-2-Methyl-2-butenal (2MB),100,2-9,3410,19_1,Rep2
trans-2-Methyl-2-butenal (2MB),1000,2-9,2692,19_1,Rep2
diacetyl,10,2-9,2794,19_1,Rep2
diacetyl,100,2-9,2607,19_1,Rep2
diacetyl,1000,2-9,1971,19_1,Rep2
galaxolide,10,2-9,2385,19_1,Rep2
galaxolide,100,2-9,1169,19_1,Rep2
galaxolide,1000,2-9,681,19_1,Rep2
isobutyraldehyde,10,2-13,2742,19_1,Rep2
isobutyraldehyde,100,2-13,3153,19_1,Rep2
isobutyraldehyde,1000,2-13,2959,19_1,Rep2
p-cymene,10,2-1,1777,19_1,Rep2
p-cymene,100,2-1,2148,19_1,Rep2
p-cymene,1000,2-1,1987,19_1,Rep2
helional,10,2-9,4969,19_1,Rep2
helional,100,2-9,3880,19_1,Rep2
helional,1000,2-9,6677,19_1,Rep2
"1,9-nonanediol",10,2-9,12502,19_1,Rep2
"1,9-nonanediol",100,2-9,7574,19_1,Rep2
"1,9-nonanediol",1000,2-9,5832,19_1,Rep2
octanedioic acid (suberic acid),10,2-10,1167,19_1,Rep2
octanedioic acid (suberic acid),10,2-9,0,19_1,Rep2
octanedioic acid (suberic acid),100,2-10,3320,19_1,Rep2
octanedioic acid (suberic acid),1000,2-10,1620,19_1,Rep2
decanedioic acid (sebacic acid),10,2-10,1329,19_1,Rep2
decanedioic acid (sebacic acid),100,2-10,2205,19_1,Rep2
decanedioic acid (sebacic acid),1000,2-10,3108,19_1,Rep2
"Anisole (Methoxybenzene, Methyl phenyl ether)",10,2-10,2052,19_1,Rep2
"Anisole (Methoxybenzene, Methyl phenyl ether)",100,2-10,1839,19_1,Rep2
"Anisole (Methoxybenzene, Methyl phenyl ether)",1000,2-10,1044,19_1,Rep2
"2,3-Diethylpyrazine",10,2-10,1731,19_1,Rep2
"2,3-Diethylpyrazine",100,2-10,1421,19_1,Rep2
"2,3-Diethylpyrazine",1000,2-10,1170,19_1,Rep2
2-Methylbutyric acid,10,2-10,749,19_1,Rep2
2-Methylbutyric acid,100,2-10,972,19_1,Rep2
2-Methylbutyric acid,1000,2-10,2493,19_1,Rep2
Cyclobutanecarboxylic acid,10,2-10,2427,19_1,Rep2
Cyclobutanecarboxylic acid,100,2-10,4018,19_1,Rep2
Cyclobutanecarboxylic acid,1000,2-10,3445,19_1,Rep2
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",10,2-10,1444,19_1,Rep2
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",100,2-10,3516,19_1,Rep2
"Isopentylamine (1-Amino-3-methylbutane, Isoamylamine)",1000,2-10,3038,19_1,Rep2
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",10,2-10,4929,19_1,Rep2
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",100,2-10,4709,19_1,Rep2
"Quinoline (1-Benzazine;  2,3-Benzopyridine)",1000,2-10,3388,19_1,Rep2
Control_1,10,2-1,2703,19_1,Rep2
Control_1,10,2-10,4388,19_1,Rep2
Control_1,10,2-11,4829,19_1,Rep2
Control_1,10,2-12,2897,19_1,Rep2
Control_1,10,2-13,976,19_1,Rep2
Control_1,10,2-2,1920,19_1,Rep2
Control_1,10,2-3,137,19_1,Rep2
Control_1,10,2-4,4130,19_1,Rep2
Control_1,10,2-5,1473,19_1,Rep2
Control_1,10,2-6,2004,19_1,Rep2
Control_1,10,2-7,1003,19_1,Rep2
Control_1,10,2-8,2055,19_1,Rep2
Control_1,10,2-9,1985,19_1,Rep2
Control_1,100,2-1,1980,19_1,Rep2
Control_1,100,2-10,2811,19_1,Rep2
Control_1,100,2-11,4672,19_1,Rep2
Control_1,100,2-12,2613,19_1,Rep2
Control_1,100,2-13,1007,19_1,Rep2
Control_1,100,2-2,2493,19_1,Rep2
Control_1,100,2-3,209,19_1,Rep2
Control_1,100,2-4,2838,19_1,Rep2
Control_1,100,2-5,897,19_1,Rep2
Control_1,100,2-6,2254,19_1,Rep2
Control_1,100,2-7,436,19_1,Rep2
Control_1,100,2-8,787,19_1,Rep2
Control_1,100,2-9,2458,19_1,Rep2
Control_1,1000,2-1,2522,19_1,Rep2
Control_1,1000,2-10,1702,19_1,Rep2
Control_1,1000,2-11,3334,19_1,Rep2
Control_1,1000,2-12,722,19_1,Rep2
Control_1,1000,2-13,618,19_1,Rep2
Control_1,1000,2-2,2552,19_1,Rep2
Control_1,1000,2-3,11,19_1,Rep2
Control_1,1000,2-4,1912,19_1,Rep2
Control_1,1000,2-5,249,19_1,Rep2
Control_1,1000,2-6,1524,19_1,Rep2
Control_1,1000,2-7,996,19_1,Rep2
Control_1,1000,2-8,7803,19_1,Rep2
Control_1,1000,2-9,843,19_1,Rep2
Control_2,10,2-1,1959,19_1,Rep2
Control_2,10,2-10,1869,19_1,Rep2
Control_2,10,2-11,4578,19_1,Rep2
Control_2,10,2-12,4116,19_1,Rep2
Control_2,10,2-13,2113,19_1,Rep2
Control_2,10,2-2,2315,19_1,Rep2
Control_2,10,2-3,3160,19_1,Rep2
Control_2,10,2-4,5734,19_1,Rep2
Control_2,10,2-5,3589,19_1,Rep2
Control_2,10,2-6,3250,19_1,Rep2
Control_2,10,2-7,5257,19_1,Rep2
Control_2,10,2-8,2797,19_1,Rep2
Control_2,10,2-9,3591,19_1,Rep2
Control_2,100,2-1,390,19_1,Rep2
Control_2,100,2-10,3266,19_1,Rep2
Control_2,100,2-11,4554,19_1,Rep2
Control_2,100,2-12,2954,19_1,Rep2
Control_2,100,2-13,1308,19_1,Rep2
Control_2,100,2-2,1048,19_1,Rep2
Control_2,100,2-3,2260,19_1,Rep2
Control_2,100,2-4,3034,19_1,Rep2
Control_2,100,2-5,3133,19_1,Rep2
Control_2,100,2-6,4393,19_1,Rep2
Control_2,100,2-7,1391,19_1,Rep2
Control_2,100,2-8,3042,19_1,Rep2
Control_2,100,2-9,4192,19_1,Rep2
Control_2,1000,2-1,1357,19_1,Rep2
Control_2,1000,2-10,6979,19_1,Rep2
Control_2,1000,2-11,2748,19_1,Rep2
Control_2,1000,2-12,3505,19_1,Rep2
Control_2,1000,2-13,484,19_1,Rep2
Control_2,1000,2-2,975,19_1,Rep2
Control_2,1000,2-3,1303,19_1,Rep2
Control_2,1000,2-4,2168,19_1,Rep2
Control_2,1000,2-5,4326,19_1,Rep2
Control_2,1000,2-6,2035,19_1,Rep2
Control_2,1000,2-7,3214,19_1,Rep2
Control_2,1000,2-8,5223,19_1,Rep2
Control_2,1000,2-9,2447,19_1,Rep2
DMSO,-999,2-1,1635,19_1,Rep2
DMSO,-999,2-10,2562,19_1,Rep2
DMSO,-999,2-11,2338,19_1,Rep2
DMSO,-999,2-12,2191,19_1,Rep2
DMSO,-999,2-13,1673,19_1,Rep2
DMSO,-999,2-2,1377,19_1,Rep2
DMSO,-999,2-3,1101,19_1,Rep2
DMSO,-999,2-4,491,19_1,Rep2
DMSO,-999,2-5,2336,19_1,Rep2
DMSO,-999,2-6,1198,19_1,Rep2
DMSO,-999,2-7,2544,19_1,Rep2
DMSO,-999,2-8,2214,19_1,Rep2
DMSO,-999,2-9,2414,19_1,Rep2
Nothing,-999,2-11,4210,19_1,Rep2
Nothing,-999,2-12,3615,19_1,Rep2
a-Amylcinnamaldehyde,10,2-1,832,5_1,Rep2
a-Amylcinnamaldehyde,100,2-1,1279,5_1,Rep2
a-Amylcinnamaldehyde,1000,2-1,1271,5_1,Rep2
Eucalyptol,10,2-1,1698,5_1,Rep2
Eucalyptol,100,2-1,996,5_1,Rep2
Eucalyptol,1000,2-1,2009,5_1,Rep2
Pentyl propionate (Amyl propionate),10,2-10,1773,5_1,Rep2
Pentyl propionate (Amyl propionate),100,2-10,1656,5_1,Rep2
Pentyl propionate (Amyl propionate),1000,2-10,3240,5_1,Rep2
Dihydro Myrcenol,10,2-11,923,5_1,Rep2
Dihydro Myrcenol,100,2-11,939,5_1,Rep2
Dihydro Myrcenol,1000,2-11,1075,5_1,Rep2
Muscenone,10,2-11,1359,5_1,Rep2
Muscenone,100,2-11,272,5_1,Rep2
Muscenone,1000,2-11,730,5_1,Rep2
ethyl maltol,10,2-11,1114,5_1,Rep2
ethyl maltol,100,2-11,1398,5_1,Rep2
ethyl maltol,1000,2-11,2339,5_1,Rep2
calone,10,2-11,1046,5_1,Rep2
calone,100,2-11,829,5_1,Rep2
calone,1000,2-11,3563,5_1,Rep2
Sandalwood Mysone,10,2-11,2237,5_1,Rep2
Sandalwood Mysone,100,2-11,5074,5_1,Rep2
Sandalwood Mysone,1000,2-11,6480,5_1,Rep2
Iso E Super,10,2-11,1825,5_1,Rep2
Iso E Super,100,2-11,2970,5_1,Rep2
Iso E Super,1000,2-11,2227,5_1,Rep2
Olibanum Coeur MD,10,2-11,3694,5_1,Rep2
Olibanum Coeur MD,100,2-11,43,5_1,Rep2
Olibanum Coeur MD,1000,2-11,64382,5_1,Rep2
Turkish Rose Oil,10,2-11,3264,5_1,Rep2
Turkish Rose Oil,100,2-11,2252,5_1,Rep2
Turkish Rose Oil,1000,2-11,2562,5_1,Rep2
Angel Eau de parfum (10 uM),10,2-12,1167,5_1,Rep2
Angel Eau de parfum (10 uM),100,2-12,4605,5_1,Rep2
Angel Eau de parfum (10 uM),1000,2-12,2989,5_1,Rep2
a-Hexylcinnamaldehyde,10,2-2,159,5_1,Rep2
a-Hexylcinnamaldehyde,100,2-2,892,5_1,Rep2
a-Hexylcinnamaldehyde,1000,2-2,2457,5_1,Rep2
Dior Jadone Eau de parfum (10 uM),10,2-12,2462,5_1,Rep2
Dior Jadone Eau de parfum (10 uM),100,2-12,2905,5_1,Rep2
Dior Jadone Eau de parfum (10 uM),1000,2-12,2680,5_1,Rep2
Flowerbomb Viktor and Rolf (10 uM),10,2-12,1378,5_1,Rep2
Flowerbomb Viktor and Rolf (10 uM),100,2-12,877,5_1,Rep2
Flowerbomb Viktor and Rolf (10 uM),1000,2-12,942,5_1,Rep2
Chanel No 5 (10 uM),10,2-12,1323,5_1,Rep2
Chanel No 5 (10 uM),100,2-12,1315,5_1,Rep2
Chanel No 5 (10 uM),1000,2-12,1610,5_1,Rep2
Axe (10 uM),10,2-12,1330,5_1,Rep2
Axe (10 uM),100,2-12,2271,5_1,Rep2
Axe (10 uM),1000,2-12,1564,5_1,Rep2
Aedione (10 uM),10,2-12,2648,5_1,Rep2
Aedione (10 uM),100,2-12,3025,5_1,Rep2
Aedione (10 uM),1000,2-12,2764,5_1,Rep2
Isobornyl acetate,10,2-2,1788,5_1,Rep2
Isobornyl acetate,100,2-2,518,5_1,Rep2
Isobornyl acetate,1000,2-2,1923,5_1,Rep2
a-Amylcinnamaldehyde dimethyl acetal,10,2-2,1142,5_1,Rep2
a-Amylcinnamaldehyde dimethyl acetal,100,2-2,2326,5_1,Rep2
a-Amylcinnamaldehyde dimethyl acetal,1000,2-2,1453,5_1,Rep2
p-Tolyl isobutyrate,10,2-2,1041,5_1,Rep2
p-Tolyl isobutyrate,100,2-2,1207,5_1,Rep2
p-Tolyl isobutyrate,1000,2-2,0,5_1,Rep2
o-Tolyl isobutyrate,10,2-2,1150,5_1,Rep2
o-Tolyl isobutyrate,100,2-2,952,5_1,Rep2
o-Tolyl isobutyrate,1000,2-2,1560,5_1,Rep2
p-Tolyl phenylacetate,10,2-2,359,5_1,Rep2
p-Tolyl phenylacetate,100,2-2,2936,5_1,Rep2
p-Tolyl phenylacetate,1000,2-2,4958,5_1,Rep2
2-Methoxy-3-Methyl-pyrazine,10,2-2,1391,5_1,Rep2
2-Methoxy-3-Methyl-pyrazine,100,2-2,1971,5_1,Rep2
2-Methoxy-3-Methyl-pyrazine,1000,2-2,1072,5_1,Rep2
2-Methoxypyrazine,10,2-13,1383,5_1,Rep2
2-Methoxypyrazine,100,2-13,228,5_1,Rep2
2-Methoxypyrazine,1000,2-13,30,5_1,Rep2
Methyl salicylate,10,2-2,1259,5_1,Rep2
Methyl salicylate,100,2-2,1342,5_1,Rep2
Methyl salicylate,1000,2-2,2049,5_1,Rep2
Anethole,10,2-1,1657,5_1,Rep2
Anethole,100,2-1,1543,5_1,Rep2
Anethole,1000,2-1,1302,5_1,Rep2
Myrcene,10,2-2,2357,5_1,Rep2
Myrcene,100,2-2,3579,5_1,Rep2
Myrcene,1000,2-2,2383,5_1,Rep2
w-Pentadecalactone,10,2-3,466,5_1,Rep2
w-Pentadecalactone,100,2-3,625,5_1,Rep2
w-Pentadecalactone,1000,2-3,1125,5_1,Rep2
2-Phenylethanol,10,2-3,1001,5_1,Rep2
2-Phenylethanol,100,2-3,522,5_1,Rep2
2-Phenylethanol,1000,2-3,1213,5_1,Rep2
2-Phenethyl acetate,10,2-3,1723,5_1,Rep2
2-Phenethyl acetate,100,2-3,1012,5_1,Rep2
2-Phenethyl acetate,1000,2-3,444,5_1,Rep2
Piperonal,10,2-3,532,5_1,Rep2
Piperonal,100,2-3,1395,5_1,Rep2
Piperonal,1000,2-3,461,5_1,Rep2
Pyrazine,10,2-3,1805,5_1,Rep2
Pyrazine,100,2-3,1055,5_1,Rep2
Pyrazine,1000,2-3,957,5_1,Rep2
Sassafras oil,10,2-3,2058,5_1,Rep2
Sassafras oil,100,2-3,1400,5_1,Rep2
Sassafras oil,1000,2-3,1438,5_1,Rep2
thymol,10,2-3,4544,5_1,Rep2
thymol,100,2-3,1453,5_1,Rep2
thymol,1000,2-3,1445,5_1,Rep2
Triethylamine,10,2-13,1390,5_1,Rep2
Triethylamine,100,2-13,132,5_1,Rep2
Triethylamine,1000,2-13,549,5_1,Rep2
 L-Turpentine,10,2-3,1047,5_1,Rep2
 L-Turpentine,100,2-3,2084,5_1,Rep2
 L-Turpentine,1000,2-3,1287,5_1,Rep2
Anisaldehyde,10,2-1,4457,5_1,Rep2
Anisaldehyde,100,2-1,2489,5_1,Rep2
Anisaldehyde,1000,2-1,2297,5_1,Rep2
Methyl eugenol,10,2-3,1819,5_1,Rep2
Methyl eugenol,100,2-3,2878,5_1,Rep2
Methyl eugenol,1000,2-3,1815,5_1,Rep2
Eugenol,10,2-4,658,5_1,Rep2
Eugenol,100,2-4,960,5_1,Rep2
Eugenol,1000,2-4,886,5_1,Rep2
Eugenol methyl ether,10,2-4,793,5_1,Rep2
Eugenol methyl ether,100,2-4,606,5_1,Rep2
Eugenol methyl ether,1000,2-4,497,5_1,Rep2
4-Ethylphenol,10,2-4,1457,5_1,Rep2
4-Ethylphenol,100,2-4,2223,5_1,Rep2
4-Ethylphenol,1000,2-4,1336,5_1,Rep2
Ethyl vanillin,10,2-4,1074,5_1,Rep2
Ethyl vanillin,100,2-4,752,5_1,Rep2
Ethyl vanillin,1000,2-4,2178,5_1,Rep2
Vanillin,10,2-4,1695,5_1,Rep2
Vanillin,100,2-4,3639,5_1,Rep2
Vanillin,1000,2-4,1794,5_1,Rep2
2-Ethylphenol,10,2-4,2195,5_1,Rep2
2-Ethylphenol,100,2-4,2622,5_1,Rep2
2-Ethylphenol,1000,2-4,3065,5_1,Rep2
Guaiacol,10,2-4,2420,5_1,Rep2
Guaiacol,100,2-4,2008,5_1,Rep2
Guaiacol,1000,2-4,3309,5_1,Rep2
2-bromophenol,10,2-13,418,5_1,Rep2
2-bromophenol,100,2-13,517,5_1,Rep2
2-bromophenol,1000,2-13,165,5_1,Rep2
Benzaldehyde,10,2-4,3695,5_1,Rep2
Benzaldehyde,100,2-4,6175,5_1,Rep2
Benzaldehyde,1000,2-4,4865,5_1,Rep2
benzyl benzoate (Pentamethylbenzaldehyde),10,2-1,1261,5_1,Rep2
benzyl benzoate (Pentamethylbenzaldehyde),100,2-1,2582,5_1,Rep2
benzyl benzoate (Pentamethylbenzaldehyde),1000,2-1,1412,5_1,Rep2
Piperonyl alcohol,10,2-4,1440,5_1,Rep2
Piperonyl alcohol,100,2-4,1566,5_1,Rep2
Piperonyl alcohol,1000,2-4,1694,5_1,Rep2
Piperonyl acetate,10,2-5,662,5_1,Rep2
Piperonyl acetate,100,2-5,1009,5_1,Rep2
Piperonyl acetate,1000,2-5,1389,5_1,Rep2
Tetrahydrofuran,10,2-5,1513,5_1,Rep2
Tetrahydrofuran,100,2-5,930,5_1,Rep2
Tetrahydrofuran,1000,2-5,1076,5_1,Rep2
 Tetrahydropyran,10,2-5,1112,5_1,Rep2
 Tetrahydropyran,100,2-5,1227,5_1,Rep2
 Tetrahydropyran,1000,2-5,1115,5_1,Rep2
Benzaldehyde dimethyl acetal,10,2-5,1202,5_1,Rep2
Benzaldehyde dimethyl acetal,100,2-5,837,5_1,Rep2
Benzaldehyde dimethyl acetal,1000,2-5,411,5_1,Rep2
 2-Methyl-1-propanethiol,10,2-5,1121,5_1,Rep2
 2-Methyl-1-propanethiol,100,2-5,1503,5_1,Rep2
 2-Methyl-1-propanethiol,1000,2-5,714,5_1,Rep2
(+)-Dihydrocarveol,10,2-5,926,5_1,Rep2
